Latitude (decimal degrees):	22.214
Longitude (decimal degrees):	77.492
Elevation (m):	532
Radiation database:	PVGIS-SARAH


Slope: 26 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150921:0848,602640.0,556.06,236.3,7.7,52.77,29.11,2.84,0.0
20150921:0948,459550.0,384.24,212.39,5.89,40.15,28.71,2.62,0.0
20150921:1048,296170.0,251.79,140.31,3.96,26.74,28.31,2.4,0.0
20150921:1148,47500.0,0.0,76.1,0.84,12.98,27.91,2.18,0.0
20150921:1248,0.0,0.0,0.0,0.0,0.0,27.18,2.08,0.0
20150921:1348,0.0,0.0,0.0,0.0,0.0,26.44,1.98,0.0
20150921:1448,0.0,0.0,0.0,0.0,0.0,25.71,1.88,0.0
20150921:1548,0.0,0.0,0.0,0.0,0.0,25.25,2.01,0.0
20150921:1648,0.0,0.0,0.0,0.0,0.0,24.78,2.14,0.0
20150921:1748,0.0,0.0,0.0,0.0,0.0,24.32,2.28,0.0
20150921:1848,0.0,0.0,0.0,0.0,0.0,24.0,2.46,0.0
20150921:1948,0.0,0.0,0.0,0.0,0.0,23.67,2.63,0.0
20150921:2048,0.0,0.0,0.0,0.0,0.0,23.35,2.81,0.0
20150921:2148,0.0,0.0,0.0,0.0,0.0,23.18,2.89,0.0
20150921:2248,0.0,0.0,0.0,0.0,0.0,23.02,2.96,0.0
20150921:2348,0.0,0.0,0.0,0.0,0.0,22.85,3.03,0.0
20150922:0048,0.0,0.0,0.0,0.0,1.44,23.79,3.42,0.0
20150922:0148,151650.0,117.6,96.33,1.96,15.3,24.73,3.8,0.0
20150922:0248,363780.0,306.95,155.82,4.27,29.0,25.67,4.18,0.0
20150922:0348,558530.0,544.16,165.4,6.57,42.29,26.56,4.36,0.0
20150922:0448,548590.0,347.01,355.84,6.78,54.62,27.45,4.54,0.0
20150922:0548,548130.0,277.98,428.87,6.98,64.48,28.33,4.72,0.0
20150922:0648,571780.0,303.65,437.34,7.32,68.15,28.57,4.5,0.0
20150922:0748,607710.0,414.93,375.56,7.72,62.98,28.81,4.28,0.0
20150922:0848,74050.0,0.0,110.08,1.18,52.46,29.04,4.06,0.0
20150922:0948,231650.0,31.13,273.18,3.2,39.89,28.52,3.49,0.0
20150922:1048,173420.0,40.39,192.76,2.44,26.49,28.0,2.93,0.0
20150922:1148,54060.0,0.0,84.35,0.93,12.74,27.48,2.37,0.0
20150922:1248,0.0,0.0,0.0,0.0,0.0,26.76,2.12,0.0
20150922:1348,0.0,0.0,0.0,0.0,0.0,26.03,1.88,0.0
20150922:1448,0.0,0.0,0.0,0.0,0.0,25.31,1.63,0.0
20150922:1548,0.0,0.0,0.0,0.0,0.0,25.0,1.68,0.0
20150922:1648,0.0,0.0,0.0,0.0,0.0,24.7,1.74,0.0
20150922:1748,0.0,0.0,0.0,0.0,0.0,24.39,1.79,0.0
20150922:1848,0.0,0.0,0.0,0.0,0.0,24.14,2.0,0.0
20150922:1948,0.0,0.0,0.0,0.0,0.0,23.89,2.2,0.0
20150922:2048,0.0,0.0,0.0,0.0,0.0,23.64,2.4,0.0
20150922:2148,0.0,0.0,0.0,0.0,0.0,23.46,2.39,0.0
20150922:2248,0.0,0.0,0.0,0.0,0.0,23.28,2.38,0.0
20150922:2348,0.0,0.0,0.0,0.0,0.0,23.1,2.37,0.0
20150923:0048,0.0,0.0,0.0,0.0,1.37,23.86,2.72,0.0
20150923:0148,76390.0,15.45,97.06,1.16,15.23,24.62,3.06,0.0
20150923:0248,290870.0,164.01,208.72,3.57,28.91,25.38,3.41,0.0
20150923:0348,436840.0,262.73,293.62,5.34,42.17,26.12,3.4,0.0
20150923:0448,578330.0,418.35,328.69,7.12,54.44,26.87,3.39,0.0
20150923:0548,647170.0,491.58,355.84,8.1,64.19,27.61,3.38,0.0
20150923:0648,696570.0,592.0,324.51,8.75,67.75,27.78,3.56,0.0
20150923:0748,532490.0,267.93,421.49,6.85,62.61,27.95,3.74,0.0
20150923:0848,569960.0,442.87,293.08,7.16,52.15,28.11,3.92,0.0
20150923:0948,340980.0,142.8,296.27,4.46,39.62,27.85,3.51,0.0
20150923:1048,238980.0,126.02,189.31,3.21,26.24,27.59,3.11,0.0
20150923:1148,51970.0,0.0,81.6,0.9,12.51,27.33,2.7,0.0
20150923:1248,0.0,0.0,0.0,0.0,0.0,26.43,2.44,0.0
20150923:1348,0.0,0.0,0.0,0.0,0.0,25.54,2.17,0.0
20150923:1448,0.0,0.0,0.0,0.0,0.0,24.64,1.9,0.0
20150923:1548,0.0,0.0,0.0,0.0,0.0,24.25,1.94,0.0
20150923:1648,0.0,0.0,0.0,0.0,0.0,23.86,1.97,0.0
20150923:1748,0.0,0.0,0.0,0.0,0.0,23.47,2.0,0.0
20150923:1848,0.0,0.0,0.0,0.0,0.0,23.17,2.17,0.0
20150923:1948,0.0,0.0,0.0,0.0,0.0,22.87,2.33,0.0
20150923:2048,0.0,0.0,0.0,0.0,0.0,22.58,2.5,0.0
20150923:2148,0.0,0.0,0.0,0.0,0.0,22.32,2.55,0.0
20150923:2248,0.0,0.0,0.0,0.0,0.0,22.07,2.6,0.0
20150923:2348,0.0,0.0,0.0,0.0,0.0,21.81,2.65,0.0
20150924:0048,0.0,0.0,0.0,0.0,1.31,23.04,2.64,0.0
20150924:0148,138870.0,92.5,103.27,1.8,15.16,24.26,2.63,0.0
20150924:0248,214760.0,66.0,214.21,2.82,28.83,25.49,2.62,0.0
20150924:0348,465840.0,323.99,273.34,5.65,42.05,26.6,2.87,0.0
20150924:0448,575020.0,418.76,329.1,7.11,54.25,27.72,3.13,0.0
20150924:0548,581030.0,352.74,408.45,7.39,63.89,28.83,3.38,0.0
20150924:0648,618930.0,412.48,402.52,7.9,67.36,29.13,3.44,0.0
20150924:0748,548620.0,307.37,410.41,7.08,62.23,29.42,3.51,0.0
20150924:0848,558680.0,432.85,296.18,7.08,51.84,29.71,3.57,0.0
20150924:0948,479100.0,442.96,178.35,6.04,39.34,29.33,3.17,0.0
20150924:1048,280020.0,219.95,151.63,3.71,26.0,28.95,2.76,0.0
20150924:1148,51610.0,0.0,81.6,0.9,12.27,28.57,2.36,0.0
20150924:1248,0.0,0.0,0.0,0.0,0.0,27.4,2.31,0.0
20150924:1348,0.0,0.0,0.0,0.0,0.0,26.22,2.27,0.0
20150924:1448,0.0,0.0,0.0,0.0,0.0,25.05,2.22,0.0
20150924:1548,0.0,0.0,0.0,0.0,0.0,24.59,2.27,0.0
20150924:1648,0.0,0.0,0.0,0.0,0.0,24.12,2.31,0.0
20150924:1748,0.0,0.0,0.0,0.0,0.0,23.66,2.36,0.0
20150924:1848,0.0,0.0,0.0,0.0,0.0,23.26,2.34,0.0
20150924:1948,0.0,0.0,0.0,0.0,0.0,22.86,2.32,0.0
20150924:2048,0.0,0.0,0.0,0.0,0.0,22.47,2.3,0.0
20150924:2148,0.0,0.0,0.0,0.0,0.0,22.17,2.32,0.0
20150924:2248,0.0,0.0,0.0,0.0,0.0,21.86,2.33,0.0
20150924:2348,0.0,0.0,0.0,0.0,0.0,21.56,2.34,0.0
20150925:0048,0.0,0.0,0.0,0.0,1.24,22.65,2.5,0.0
20150925:0148,146830.0,105.64,100.41,1.87,15.09,23.75,2.65,0.0
20150925:0248,357720.0,291.89,164.62,4.17,28.74,24.84,2.8,0.0
20150925:0348,508100.0,418.22,233.02,6.04,41.93,26.16,2.84,0.0
20150925:0448,582550.0,437.93,321.27,7.18,54.06,27.49,2.88,0.0
20150925:0548,622700.0,450.02,372.97,7.87,63.59,28.81,2.92,0.0
20150925:0648,687420.0,591.45,324.35,8.7,66.96,29.22,3.11,0.0
20150925:0748,520390.0,260.04,421.58,6.76,61.86,29.63,3.3,0.0
20150925:0848,530380.0,369.52,323.21,6.75,51.53,30.04,3.49,0.0
20150925:0948,459810.0,393.47,203.14,5.8,39.07,29.4,3.09,0.0
20150925:1048,292630.0,253.35,134.85,3.84,25.75,28.75,2.68,0.0
20150925:1148,47450.0,0.0,76.1,0.84,12.04,28.1,2.28,0.0
20150925:1248,0.0,0.0,0.0,0.0,0.0,26.58,2.29,0.0
20150925:1348,0.0,0.0,0.0,0.0,0.0,25.06,2.29,0.0
20150925:1448,0.0,0.0,0.0,0.0,0.0,23.54,2.3,0.0
20150925:1548,0.0,0.0,0.0,0.0,0.0,22.9,2.34,0.0
20150925:1648,0.0,0.0,0.0,0.0,0.0,22.26,2.37,0.0
20150925:1748,0.0,0.0,0.0,0.0,0.0,21.62,2.4,0.0
20150925:1848,0.0,0.0,0.0,0.0,0.0,21.2,2.38,0.0
20150925:1948,0.0,0.0,0.0,0.0,0.0,20.77,2.36,0.0
20150925:2048,0.0,0.0,0.0,0.0,0.0,20.35,2.34,0.0
20150925:2148,0.0,0.0,0.0,0.0,0.0,20.06,2.29,0.0
20150925:2248,0.0,0.0,0.0,0.0,0.0,19.76,2.24,0.0
20150925:2348,0.0,0.0,0.0,0.0,0.0,19.47,2.19,0.0
20150926:0048,0.0,0.0,0.0,0.0,1.18,20.91,2.25,0.0
20150926:0148,154670.0,119.04,96.48,1.92,15.01,22.35,2.3,0.0
20150926:0248,366150.0,309.75,156.34,4.22,28.64,23.79,2.36,0.0
20150926:0348,538920.0,498.66,194.36,6.35,41.8,25.29,2.27,0.0
20150926:0448,654720.0,645.43,218.81,7.99,53.87,26.79,2.18,0.0
20150926:0548,730170.0,783.54,204.4,9.19,63.29,28.29,2.1,0.0
20150926:0648,733940.0,765.05,230.33,9.34,66.57,28.86,2.23,0.0
20150926:0748,689560.0,686.79,240.98,8.78,61.49,29.43,2.37,0.0
20150926:0848,621280.0,640.28,185.07,7.86,51.21,30.0,2.51,0.0
20150926:0948,477700.0,456.62,168.12,6.02,38.8,29.45,2.29,0.0
20150926:1048,267530.0,195.97,160.57,3.54,25.5,28.9,2.08,0.0
20150926:1148,46660.0,0.0,75.18,0.83,11.81,28.34,1.86,0.0
20150926:1248,0.0,0.0,0.0,0.0,0.0,26.87,1.98,0.0
20150926:1348,0.0,0.0,0.0,0.0,0.0,25.41,2.09,0.0
20150926:1448,0.0,0.0,0.0,0.0,0.0,23.94,2.21,0.0
20150926:1548,0.0,0.0,0.0,0.0,0.0,23.45,2.08,0.0
20150926:1648,0.0,0.0,0.0,0.0,0.0,22.96,1.96,0.0
20150926:1748,0.0,0.0,0.0,0.0,0.0,22.47,1.83,0.0
20150926:1848,0.0,0.0,0.0,0.0,0.0,22.19,1.88,0.0
20150926:1948,0.0,0.0,0.0,0.0,0.0,21.91,1.92,0.0
20150926:2048,0.0,0.0,0.0,0.0,0.0,21.63,1.96,0.0
20150926:2148,0.0,0.0,0.0,0.0,0.0,21.39,1.93,0.0
20150926:2248,0.0,0.0,0.0,0.0,0.0,21.16,1.9,0.0
20150926:2348,0.0,0.0,0.0,0.0,0.0,20.92,1.88,0.0
20150927:0048,0.0,0.0,0.0,0.0,1.11,22.2,2.0,0.0
20150927:0148,146300.0,104.19,100.8,1.84,14.94,23.47,2.12,0.0
20150927:0248,355080.0,287.28,167.22,4.12,28.55,24.75,2.25,0.0
20150927:0348,537140.0,499.7,193.72,6.33,41.67,26.33,2.39,0.0
20150927:0448,662340.0,669.99,205.98,8.06,53.67,27.91,2.52,0.0
20150927:0548,732130.0,783.92,203.72,9.16,62.99,29.49,2.66,0.0
20150927:0648,745890.0,808.93,205.03,9.47,66.17,29.81,2.5,0.0
20150927:0748,701730.0,739.94,209.88,8.94,61.12,30.13,2.34,0.0
20150927:0848,609520.0,615.89,198.64,7.74,50.9,30.45,2.18,0.0
20150927:0948,470480.0,446.03,173.48,5.95,38.53,30.01,1.9,0.0
20150927:1048,277730.0,227.59,144.99,3.66,25.26,29.57,1.62,0.0
20150927:1148,45730.0,0.0,74.26,0.82,11.57,29.12,1.34,0.0
20150927:1248,0.0,0.0,0.0,0.0,0.0,27.91,1.46,0.0
20150927:1348,0.0,0.0,0.0,0.0,0.0,26.69,1.58,0.0
20150927:1448,0.0,0.0,0.0,0.0,0.0,25.48,1.7,0.0
20150927:1548,0.0,0.0,0.0,0.0,0.0,25.06,1.58,0.0
20150927:1648,0.0,0.0,0.0,0.0,0.0,24.63,1.46,0.0
20150927:1748,0.0,0.0,0.0,0.0,0.0,24.21,1.34,0.0
20150927:1848,0.0,0.0,0.0,0.0,0.0,23.78,1.43,0.0
20150927:1948,0.0,0.0,0.0,0.0,0.0,23.35,1.51,0.0
20150927:2048,0.0,0.0,0.0,0.0,0.0,22.92,1.6,0.0
20150927:2148,0.0,0.0,0.0,0.0,0.0,22.7,1.52,0.0
20150927:2248,0.0,0.0,0.0,0.0,0.0,22.47,1.43,0.0
20150927:2348,0.0,0.0,0.0,0.0,0.0,22.25,1.35,0.0
20150928:0048,0.0,0.0,0.0,0.0,1.05,23.45,1.42,0.0
20150928:0148,130970.0,80.23,105.15,1.69,14.86,24.65,1.48,0.0
20150928:0248,344380.0,271.52,174.08,4.04,28.45,25.85,1.54,0.0
20150928:0348,526690.0,481.49,204.12,6.25,41.53,27.02,1.93,0.0
20150928:0448,652020.0,645.65,219.62,7.95,53.47,28.19,2.32,0.0
20150928:0548,578420.0,361.82,403.4,7.36,62.68,29.36,2.7,0.0
20150928:0648,719770.0,707.64,263.62,9.08,65.78,29.33,2.57,0.0
20150928:0748,180330.0,0.0,242.94,2.6,60.74,29.3,2.43,0.0
20150928:0848,537870.0,401.75,306.75,6.82,50.59,29.26,2.29,0.0
20150928:0948,480660.0,469.5,159.87,6.01,38.26,28.85,1.92,0.0
20150928:1048,241070.0,147.18,175.06,3.2,25.01,28.44,1.54,0.0
20150928:1148,46690.0,0.0,75.18,0.83,11.34,28.02,1.17,0.0
20150928:1248,0.0,0.0,0.0,0.0,0.0,27.2,0.99,0.0
20150928:1348,0.0,0.0,0.0,0.0,0.0,26.39,0.8,0.0
20150928:1448,0.0,0.0,0.0,0.0,0.0,25.57,0.62,0.0
20150928:1548,0.0,0.0,0.0,0.0,0.0,25.07,0.58,0.0
20150928:1648,0.0,0.0,0.0,0.0,0.0,24.58,0.54,0.0
20150928:1748,0.0,0.0,0.0,0.0,0.0,24.08,0.5,0.0
20150928:1848,0.0,0.0,0.0,0.0,0.0,23.79,0.5,0.0
20150928:1948,0.0,0.0,0.0,0.0,0.0,23.49,0.51,0.0
20150928:2048,0.0,0.0,0.0,0.0,0.0,23.2,0.51,0.0
20150928:2148,0.0,0.0,0.0,0.0,0.0,23.12,0.86,0.0
20150928:2248,0.0,0.0,0.0,0.0,0.0,23.05,1.22,0.0
20150928:2348,0.0,0.0,0.0,0.0,0.0,22.97,1.57,0.0
20150929:0048,0.0,0.0,0.0,0.0,0.98,24.32,1.47,0.0
20150929:0148,143730.0,102.63,101.18,1.8,14.79,25.66,1.36,0.0
20150929:0248,358790.0,310.66,157.48,4.18,28.35,27.01,1.26,0.0
20150929:0348,530280.0,500.66,194.55,6.3,41.39,27.47,1.6,0.0
20150929:0448,657390.0,670.38,206.78,8.02,53.27,27.93,1.94,0.0
20150929:0548,732690.0,783.57,205.57,9.11,62.38,28.39,2.28,0.0
20150929:0648,656830.0,519.0,357.13,8.29,65.38,28.67,2.54,0.0
20150929:0748,619550.0,472.67,346.8,7.82,60.37,28.94,2.8,0.0
20150929:0848,596790.0,547.08,235.42,7.41,50.27,29.21,3.06,0.0
20150929:0948,484030.0,467.46,160.24,5.97,37.99,28.87,2.91,0.0
20150929:1048,282750.0,237.14,137.99,3.64,24.76,28.53,2.75,0.0
20150929:1148,42500.0,0.0,69.68,0.77,11.11,28.18,2.59,0.0
20150929:1248,0.0,0.0,0.0,0.0,0.0,27.5,2.34,0.0
20150929:1348,0.0,0.0,0.0,0.0,0.0,26.82,2.09,0.0
20150929:1448,0.0,0.0,0.0,0.0,0.0,26.14,1.83,0.0
20150929:1548,0.0,0.0,0.0,0.0,0.0,25.65,1.8,0.0
20150929:1648,0.0,0.0,0.0,0.0,0.0,25.15,1.77,0.0
20150929:1748,0.0,0.0,0.0,0.0,0.0,24.66,1.74,0.0
20150929:1848,0.0,0.0,0.0,0.0,0.0,24.21,1.73,0.0
20150929:1948,0.0,0.0,0.0,0.0,0.0,23.76,1.73,0.0
20150929:2048,0.0,0.0,0.0,0.0,0.0,23.32,1.72,0.0
20150929:2148,0.0,0.0,0.0,0.0,0.0,23.14,1.74,0.0
20150929:2248,0.0,0.0,0.0,0.0,0.0,22.96,1.75,0.0
20150929:2348,0.0,0.0,0.0,0.0,0.0,22.78,1.77,0.0
20150930:0048,0.0,0.0,0.0,0.0,0.91,24.1,2.0,0.0
20150930:0148,144500.0,102.45,101.41,1.79,14.71,25.41,2.23,0.0
20150930:0248,363750.0,311.34,157.88,4.17,28.25,26.73,2.46,0.0
20150930:0348,534860.0,500.57,194.94,6.28,41.25,28.5,2.75,0.0
20150930:0448,659980.0,670.58,207.19,8.0,53.06,30.28,3.04,0.0
20150930:0548,725960.0,769.51,213.17,9.03,62.06,32.05,3.34,0.0
20150930:0648,743370.0,792.58,214.45,9.33,64.99,32.35,3.63,0.0
20150930:0748,697400.0,710.33,225.32,8.74,60.0,32.65,3.93,0.0
20150930:0848,609340.0,600.2,205.86,7.58,49.96,32.94,4.22,0.0
20150930:0948,474150.0,457.86,163.57,5.89,37.71,32.03,3.53,0.0
20150930:1048,275720.0,231.36,139.21,3.58,24.52,31.12,2.83,0.0
20150930:1148,41330.0,0.0,68.76,0.76,10.88,30.21,2.14,0.0
20150930:1248,0.0,0.0,0.0,0.0,0.0,28.76,2.2,0.0
20150930:1348,0.0,0.0,0.0,0.0,0.0,27.31,2.26,0.0
20150930:1448,0.0,0.0,0.0,0.0,0.0,25.86,2.32,0.0
20150930:1548,0.0,0.0,0.0,0.0,0.0,25.18,2.13,0.0
20150930:1648,0.0,0.0,0.0,0.0,0.0,24.51,1.94,0.0
20150930:1748,0.0,0.0,0.0,0.0,0.0,23.83,1.75,0.0
20150930:1848,0.0,0.0,0.0,0.0,0.0,23.39,1.71,0.0
20150930:1948,0.0,0.0,0.0,0.0,0.0,22.95,1.67,0.0
20150930:2048,0.0,0.0,0.0,0.0,0.0,22.51,1.63,0.0
20150930:2148,0.0,0.0,0.0,0.0,0.0,22.4,1.71,0.0
20150930:2248,0.0,0.0,0.0,0.0,0.0,22.3,1.8,0.0
20150930:2348,0.0,0.0,0.0,0.0,0.0,22.19,1.89,0.0
20151001:0048,0.0,0.0,0.0,0.0,0.84,23.87,1.83,0.0
20151001:0148,146440.0,109.69,97.42,1.8,14.62,25.56,1.77,0.0
20151001:0248,349230.0,293.63,160.44,4.03,28.15,27.24,1.71,0.0
20151001:0348,506480.0,455.58,209.83,6.01,41.11,28.74,1.73,0.0
20151001:0448,616980.0,603.52,227.27,7.58,52.85,30.25,1.76,0.0
20151001:0548,691090.0,712.35,241.21,8.77,61.75,31.75,1.78,0.0
20151001:0648,690510.0,694.82,259.61,8.86,64.6,31.89,1.76,0.0
20151001:0748,656330.0,639.28,262.39,8.43,59.63,32.03,1.73,0.0
20151001:0848,567910.0,538.51,228.71,7.22,49.64,32.17,1.71,0.0
20151001:0948,416900.0,379.22,171.96,5.23,37.44,31.41,1.71,0.0
20151001:1048,248540.0,195.76,140.35,3.25,24.27,30.65,1.7,0.0
20151001:1148,36230.0,0.0,61.93,0.68,10.65,29.88,1.7,0.0
20151001:1248,0.0,0.0,0.0,0.0,0.0,28.78,1.71,0.0
20151001:1348,0.0,0.0,0.0,0.0,0.0,27.67,1.72,0.0
20151001:1448,0.0,0.0,0.0,0.0,0.0,26.57,1.74,0.0
20151001:1548,0.0,0.0,0.0,0.0,0.0,25.79,1.75,0.0
20151001:1648,0.0,0.0,0.0,0.0,0.0,25.01,1.76,0.0
20151001:1748,0.0,0.0,0.0,0.0,0.0,24.24,1.77,0.0
20151001:1848,0.0,0.0,0.0,0.0,0.0,23.92,1.93,0.0
20151001:1948,0.0,0.0,0.0,0.0,0.0,23.61,2.09,0.0
20151001:2048,0.0,0.0,0.0,0.0,0.0,23.29,2.25,0.0
20151001:2148,0.0,0.0,0.0,0.0,0.0,23.18,2.17,0.0
20151001:2248,0.0,0.0,0.0,0.0,0.0,23.07,2.1,0.0
20151001:2348,0.0,0.0,0.0,0.0,0.0,22.96,2.03,0.0
20151002:0048,0.0,0.0,0.0,0.0,0.76,24.66,1.64,0.0
20151002:0148,140730.0,106.03,94.67,1.73,14.54,26.37,1.25,0.0
20151002:0248,330690.0,267.76,167.26,3.87,28.04,28.08,0.86,0.0
20151002:0348,471550.0,408.46,217.02,5.67,40.96,29.24,0.92,0.0
20151002:0448,572900.0,519.16,258.16,7.13,52.64,30.41,0.99,0.0
20151002:0548,636160.0,610.76,269.36,8.12,61.44,31.57,1.06,0.0
20151002:0648,664320.0,661.85,269.89,8.64,64.2,31.39,0.77,0.0
20151002:0748,600080.0,576.93,255.64,7.79,59.26,31.2,0.47,0.0
20151002:0848,507500.0,468.74,224.07,6.53,49.33,31.01,0.18,0.0
20151002:0948,409190.0,361.71,187.44,5.21,37.17,30.55,0.24,0.0
20151002:1048,236700.0,186.74,136.2,3.11,24.03,30.09,0.3,0.0
20151002:1148,34660.0,0.0,59.87,0.66,10.42,29.63,0.36,0.0
20151002:1248,0.0,0.0,0.0,0.0,0.0,28.48,0.7,0.0
20151002:1348,0.0,0.0,0.0,0.0,0.0,27.32,1.04,0.0
20151002:1448,0.0,0.0,0.0,0.0,0.0,26.17,1.38,0.0
20151002:1548,0.0,0.0,0.0,0.0,0.0,25.7,1.66,0.0
20151002:1648,0.0,0.0,0.0,0.0,0.0,25.23,1.95,0.0
20151002:1748,0.0,0.0,0.0,0.0,0.0,24.77,2.23,0.0
20151002:1848,0.0,0.0,0.0,0.0,0.0,24.47,2.06,0.0
20151002:1948,0.0,0.0,0.0,0.0,0.0,24.18,1.89,0.0
20151002:2048,0.0,0.0,0.0,0.0,0.0,23.88,1.71,0.0
20151002:2148,0.0,0.0,0.0,0.0,0.0,23.81,1.66,0.0
20151002:2248,0.0,0.0,0.0,0.0,0.0,23.73,1.6,0.0
20151002:2348,0.0,0.0,0.0,0.0,0.0,23.66,1.54,0.0
20151003:0048,0.0,0.0,0.0,0.0,0.69,25.1,1.51,0.0
20151003:0148,130740.0,100.09,87.66,1.61,14.45,26.54,1.47,0.0
20151003:0248,319540.0,258.26,159.47,3.71,27.93,27.98,1.43,0.0
20151003:0348,467450.0,405.91,211.53,5.58,40.81,29.23,1.14,0.0
20151003:0448,564100.0,508.34,258.22,7.02,52.42,30.48,0.85,0.0
20151003:0548,610460.0,578.92,271.73,7.84,61.12,31.72,0.55,0.0
20151003:0648,639190.0,609.48,272.54,8.18,63.81,31.87,1.29,0.0
20151003:0748,590470.0,551.37,244.28,7.43,58.89,32.02,2.02,0.0
20151003:0848,477340.0,414.08,213.83,5.92,49.02,32.17,2.76,0.0
20151003:0948,397030.0,340.42,181.53,4.94,36.9,31.56,2.29,0.0
20151003:1048,227000.0,182.93,125.54,2.95,23.79,30.94,1.82,0.0
20151003:1148,34240.0,0.0,59.41,0.66,10.2,30.32,1.35,0.0
20151003:1248,0.0,0.0,0.0,0.0,0.0,29.12,1.4,0.0
20151003:1348,0.0,0.0,0.0,0.0,0.0,27.91,1.45,0.0
20151003:1448,0.0,0.0,0.0,0.0,0.0,26.7,1.5,0.0
20151003:1548,0.0,0.0,0.0,0.0,0.0,26.03,1.79,0.0
20151003:1648,0.0,0.0,0.0,0.0,0.0,25.36,2.08,0.0
20151003:1748,0.0,0.0,0.0,0.0,0.0,24.7,2.37,0.0
20151003:1848,0.0,0.0,0.0,0.0,0.0,24.28,2.23,0.0
20151003:1948,0.0,0.0,0.0,0.0,0.0,23.86,2.09,0.0
20151003:2048,0.0,0.0,0.0,0.0,0.0,23.44,1.94,0.0
20151003:2148,0.0,0.0,0.0,0.0,0.0,23.13,1.89,0.0
20151003:2248,0.0,0.0,0.0,0.0,0.0,22.81,1.84,0.0
20151003:2348,0.0,0.0,0.0,0.0,0.0,22.5,1.79,0.0
20151004:0048,0.0,0.0,0.0,0.0,0.61,24.07,1.71,0.0
20151004:0148,118030.0,88.67,81.63,1.47,14.37,25.65,1.63,0.0
20151004:0248,302670.0,242.9,150.95,3.49,27.82,27.22,1.54,0.0
20151004:0348,432470.0,363.26,200.66,5.1,40.66,28.65,1.54,0.0
20151004:0448,550640.0,483.13,251.95,6.72,52.2,30.09,1.54,0.0
20151004:0548,591890.0,530.1,272.68,7.41,60.8,31.52,1.54,0.0
20151004:0648,650400.0,620.62,267.62,8.21,63.42,32.05,1.98,0.0
20151004:0748,586480.0,552.93,234.43,7.33,58.52,32.58,2.41,0.0
20151004:0848,472020.0,421.15,201.59,5.85,48.7,33.1,2.84,0.0
20151004:0948,397770.0,344.24,179.31,4.93,36.63,32.26,2.58,0.0
20151004:1048,214800.0,175.34,117.39,2.79,23.55,31.41,2.32,0.0
20151004:1148,31610.0,0.0,55.88,0.62,9.97,30.56,2.06,0.0
20151004:1248,0.0,0.0,0.0,0.0,0.0,29.38,2.17,0.0
20151004:1348,0.0,0.0,0.0,0.0,0.0,28.19,2.29,0.0
20151004:1448,0.0,0.0,0.0,0.0,0.0,27.0,2.41,0.0
20151004:1548,0.0,0.0,0.0,0.0,0.0,26.08,2.3,0.0
20151004:1648,0.0,0.0,0.0,0.0,0.0,25.15,2.19,0.0
20151004:1748,0.0,0.0,0.0,0.0,0.0,24.23,2.08,0.0
20151004:1848,0.0,0.0,0.0,0.0,0.0,23.67,2.16,0.0
20151004:1948,0.0,0.0,0.0,0.0,0.0,23.12,2.23,0.0
20151004:2048,0.0,0.0,0.0,0.0,0.0,22.57,2.3,0.0
20151004:2148,0.0,0.0,0.0,0.0,0.0,22.43,2.11,0.0
20151004:2248,0.0,0.0,0.0,0.0,0.0,22.29,1.92,0.0
20151004:2348,0.0,0.0,0.0,0.0,0.0,22.15,1.72,0.0
20151005:0048,0.0,0.0,0.0,0.0,0.54,23.8,1.31,0.0
20151005:0148,121200.0,94.96,79.86,1.48,14.28,25.45,0.89,0.0
20151005:0248,306170.0,254.87,146.97,3.53,27.71,27.1,0.47,0.0
20151005:0348,453480.0,401.35,198.19,5.37,40.5,28.88,0.77,0.0
20151005:0448,568050.0,539.06,229.73,6.96,51.97,30.66,1.08,0.0
20151005:0548,629390.0,610.44,256.87,7.93,60.48,32.44,1.38,0.0
20151005:0648,651870.0,630.31,266.96,8.26,63.03,32.86,1.83,0.0
20151005:0748,626250.0,604.64,247.84,7.89,58.15,33.27,2.27,0.0
20151005:0848,528770.0,500.55,204.94,6.56,48.39,33.68,2.72,0.0
20151005:0948,395590.0,359.98,162.38,4.89,36.36,32.69,2.35,0.0
20151005:1048,230530.0,198.72,115.64,2.96,23.31,31.7,1.99,0.0
20151005:1148,29690.0,0.0,53.31,0.59,9.75,30.71,1.63,0.0
20151005:1248,0.0,0.0,0.0,0.0,0.0,29.71,1.55,0.0
20151005:1348,0.0,0.0,0.0,0.0,0.0,28.7,1.48,0.0
20151005:1448,0.0,0.0,0.0,0.0,0.0,27.7,1.41,0.0
20151005:1548,0.0,0.0,0.0,0.0,0.0,26.95,1.39,0.0
20151005:1648,0.0,0.0,0.0,0.0,0.0,26.2,1.37,0.0
20151005:1748,0.0,0.0,0.0,0.0,0.0,25.46,1.35,0.0
20151005:1848,0.0,0.0,0.0,0.0,0.0,25.01,1.48,0.0
20151005:1948,0.0,0.0,0.0,0.0,0.0,24.56,1.6,0.0
20151005:2048,0.0,0.0,0.0,0.0,0.0,24.11,1.72,0.0
20151005:2148,0.0,0.0,0.0,0.0,0.0,24.0,1.69,0.0
