Latitude (decimal degrees):	28.669
Longitude (decimal degrees):	77.414
Elevation (m):	202
Radiation database:	PVGIS-SARAH


Slope: 30 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20140722:1150,158.72,77.65,151.8,3.84,23.93,33.69,1.81,0.0
20140722:1250,39.26,2.55,65.7,1.18,11.17,32.58,1.52,0.0
20140722:1350,0.0,0.0,0.0,0.0,0.0,31.46,1.24,0.0
20140722:1450,0.0,0.0,0.0,0.0,0.0,30.35,0.95,0.0
20140722:1550,0.0,0.0,0.0,0.0,0.0,29.88,1.35,0.0
20140722:1650,0.0,0.0,0.0,0.0,0.0,29.41,1.74,0.0
20140722:1750,0.0,0.0,0.0,0.0,0.0,28.94,2.14,0.0
20140722:1850,0.0,0.0,0.0,0.0,0.0,28.57,2.18,0.0
20140722:1950,0.0,0.0,0.0,0.0,0.0,28.21,2.23,0.0
20140722:2050,0.0,0.0,0.0,0.0,0.0,27.85,2.28,0.0
20140722:2150,0.0,0.0,0.0,0.0,0.0,27.69,2.09,0.0
20140722:2250,0.0,0.0,0.0,0.0,0.0,27.54,1.9,0.0
20140722:2350,0.0,0.0,0.0,0.0,-4.28,27.38,1.71,0.0
20140723:0050,12.01,0.0,27.58,0.42,7.9,28.13,2.29,0.0
20140723:0150,113.42,32.89,134.0,2.9,20.58,28.87,2.88,0.0
20140723:0250,212.94,52.84,230.47,4.36,33.57,29.62,3.46,0.0
20140723:0350,326.06,102.94,320.03,6.33,46.7,30.08,4.04,0.0
20140723:0450,401.77,126.93,392.72,7.62,59.81,30.54,4.61,0.0
20140723:0550,323.73,32.43,388.71,6.16,72.41,31.0,5.19,0.0
20140723:0650,237.7,2.82,311.13,4.6,81.26,31.44,5.22,0.0
20140723:0750,414.4,96.7,442.42,7.83,75.34,31.89,5.25,0.0
20140723:0850,221.93,4.63,290.7,4.33,63.1,32.33,5.28,0.0
20140723:0950,77.68,0.0,115.47,1.69,50.05,31.97,4.88,0.0
20140723:1050,211.49,36.69,245.22,4.19,36.9,31.6,4.47,0.0
20140723:1150,130.76,26.93,157.71,2.87,23.86,31.24,4.07,0.0
20140723:1250,14.54,0.0,31.66,0.46,11.09,30.59,3.98,0.0
20140723:1350,0.0,0.0,0.0,0.0,0.0,29.94,3.89,0.0
20140723:1450,0.0,0.0,0.0,0.0,0.0,29.3,3.81,0.0
20140723:1550,0.0,0.0,0.0,0.0,0.0,29.07,3.76,0.0
20140723:1650,0.0,0.0,0.0,0.0,0.0,28.84,3.71,0.0
20140723:1750,0.0,0.0,0.0,0.0,0.0,28.62,3.66,0.0
20140723:1850,0.0,0.0,0.0,0.0,0.0,28.34,3.76,0.0
20140723:1950,0.0,0.0,0.0,0.0,0.0,28.06,3.87,0.0
20140723:2050,0.0,0.0,0.0,0.0,0.0,27.78,3.97,0.0
20140723:2150,0.0,0.0,0.0,0.0,0.0,27.54,3.63,0.0
20140723:2250,0.0,0.0,0.0,0.0,0.0,27.29,3.29,0.0
20140723:2350,0.0,0.0,0.0,0.0,-4.4,27.05,2.95,0.0
20140724:0050,9.72,0.0,24.02,0.37,7.8,27.84,3.54,0.0
20140724:0150,56.9,0.53,87.48,1.3,20.49,28.64,4.14,0.0
20140724:0250,200.51,40.15,226.23,4.06,33.48,29.43,4.73,0.0
20140724:0350,245.2,29.85,291.0,4.74,46.62,30.15,5.13,0.0
20140724:0450,314.97,44.21,364.68,6.0,59.72,30.88,5.53,0.0
20140724:0550,504.04,219.15,433.19,9.44,72.29,31.6,5.93,0.0
20140724:0650,382.27,61.13,434.1,7.21,81.06,31.18,5.73,0.0
20140724:0750,491.46,187.2,447.75,9.15,75.21,30.76,5.53,0.0
20140724:0850,425.31,138.34,409.44,7.95,63.02,30.34,5.32,0.0
20140724:0950,398.1,177.94,333.37,7.51,49.98,29.99,5.1,0.0
20140724:1050,308.13,163.15,236.61,6.12,36.83,29.63,4.87,0.0
20140724:1150,163.5,77.05,152.11,3.81,23.79,29.28,4.65,0.0
20140724:1250,39.99,2.84,65.51,1.19,11.0,29.21,4.14,0.0
20140724:1350,0.0,0.0,0.0,0.0,0.0,29.14,3.63,0.0
20140724:1450,0.0,0.0,0.0,0.0,0.0,29.07,3.12,0.0
20140724:1550,0.0,0.0,0.0,0.0,0.0,28.73,3.2,0.0
20140724:1650,0.0,0.0,0.0,0.0,0.0,28.39,3.29,0.0
20140724:1750,0.0,0.0,0.0,0.0,0.0,28.06,3.38,0.0
20140724:1850,0.0,0.0,0.0,0.0,0.0,27.74,3.25,0.0
20140724:1950,0.0,0.0,0.0,0.0,0.0,27.43,3.11,0.0
20140724:2050,0.0,0.0,0.0,0.0,0.0,27.11,2.98,0.0
20140724:2150,0.0,0.0,0.0,0.0,0.0,26.94,2.8,0.0
20140724:2250,0.0,0.0,0.0,0.0,0.0,26.77,2.62,0.0
20140724:2350,0.0,0.0,0.0,0.0,0.0,26.6,2.44,0.0
20140725:0050,12.12,0.0,27.58,0.42,7.7,26.52,2.9,0.0
20140725:0150,94.04,10.73,125.02,2.13,20.4,26.45,3.36,0.0
20140725:0250,202.47,40.29,225.35,4.04,33.4,26.37,3.82,0.0
20140725:0350,418.68,261.73,270.0,8.1,46.54,27.17,4.37,0.0
20140725:0450,514.97,311.99,343.96,9.63,59.63,27.98,4.91,0.0
20140725:0550,639.5,504.35,316.91,11.86,72.17,28.78,5.46,0.0
20140725:0650,434.4,104.61,454.13,8.1,80.85,29.51,5.23,0.0
20140725:0750,342.51,39.59,404.14,6.48,75.08,30.25,4.99,0.0
20140725:0850,439.01,160.99,407.69,8.24,62.94,30.98,4.76,0.0
20140725:0950,443.94,273.93,299.67,8.44,49.91,30.62,4.26,0.0
20140725:1050,330.94,222.47,209.56,6.68,36.76,30.25,3.76,0.0
20140725:1150,161.94,76.05,152.3,3.78,23.71,29.89,3.26,0.0
20140725:1250,38.06,2.47,63.15,1.12,10.91,29.26,2.89,0.0
20140725:1350,0.0,0.0,0.0,0.0,0.0,28.64,2.53,0.0
20140725:1450,0.0,0.0,0.0,0.0,0.0,28.02,2.17,0.0
20140725:1550,0.0,0.0,0.0,0.0,0.0,27.76,2.55,0.0
20140725:1650,0.0,0.0,0.0,0.0,0.0,27.5,2.93,0.0
20140725:1750,0.0,0.0,0.0,0.0,0.0,27.25,3.31,0.0
20140725:1850,0.0,0.0,0.0,0.0,0.0,26.99,3.13,0.0
20140725:1950,0.0,0.0,0.0,0.0,0.0,26.74,2.94,0.0
20140725:2050,0.0,0.0,0.0,0.0,0.0,26.49,2.76,0.0
20140725:2150,0.0,0.0,0.0,0.0,0.0,26.36,2.5,0.0
20140725:2250,0.0,0.0,0.0,0.0,0.0,26.22,2.23,0.0
20140725:2350,0.0,0.0,0.0,0.0,0.0,26.09,1.97,0.0
20140726:0050,13.86,0.0,30.25,0.46,7.59,27.23,2.24,0.0
20140726:0150,104.33,20.51,131.75,2.5,20.31,28.37,2.51,0.0
20140726:0250,277.75,186.2,182.89,6.08,33.32,29.51,2.77,0.0
20140726:0350,432.29,329.38,233.45,8.64,46.46,30.69,3.09,0.0
20140726:0450,536.34,407.0,297.78,10.37,59.55,31.86,3.41,0.0
20140726:0550,514.77,256.45,424.48,9.82,72.05,33.04,3.72,0.0
20140726:0650,494.51,200.2,457.93,9.47,80.64,33.48,3.3,0.0
20140726:0750,596.73,439.27,365.94,11.49,74.95,33.92,2.87,0.0
20140726:0850,547.96,417.86,321.09,10.64,62.85,34.35,2.44,0.0
20140726:0950,416.55,241.24,313.49,8.14,49.83,34.08,2.47,0.0
20140726:1050,134.38,4.21,184.42,2.77,36.68,33.81,2.51,0.0
20140726:1150,163.13,90.48,145.28,3.96,23.62,33.54,2.54,0.0
20140726:1250,39.2,3.13,65.32,1.2,10.82,32.31,2.33,0.0
20140726:1350,0.0,0.0,0.0,0.0,0.0,31.09,2.11,0.0
20140726:1450,0.0,0.0,0.0,0.0,0.0,29.87,1.9,0.0
20140726:1550,0.0,0.0,0.0,0.0,0.0,29.48,2.37,0.0
20140726:1650,0.0,0.0,0.0,0.0,0.0,29.09,2.84,0.0
20140726:1750,0.0,0.0,0.0,0.0,0.0,28.7,3.31,0.0
20140726:1850,0.0,0.0,0.0,0.0,0.0,28.32,2.8,0.0
20140726:1950,0.0,0.0,0.0,0.0,0.0,27.95,2.28,0.0
20140726:2050,0.0,0.0,0.0,0.0,0.0,27.57,1.77,0.0
20140726:2150,0.0,0.0,0.0,0.0,0.0,27.28,1.49,0.0
20140726:2250,0.0,0.0,0.0,0.0,0.0,27.0,1.21,0.0
20140726:2350,0.0,0.0,0.0,0.0,0.0,26.71,0.94,0.0
20140727:0050,9.73,0.0,24.02,0.37,7.49,27.39,1.13,0.0
20140727:0150,41.37,0.0,67.98,1.0,20.22,28.06,1.31,0.0
20140727:0250,33.46,0.0,57.74,0.85,33.23,28.73,1.5,0.0
20140727:0350,81.42,0.0,119.2,1.75,46.38,29.11,1.7,0.0
20140727:0450,298.81,36.35,356.08,5.75,59.46,29.49,1.9,0.0
20140727:0550,525.41,276.64,418.74,10.02,71.92,29.87,2.1,0.0
20140727:0650,656.83,577.28,307.11,12.61,80.42,30.25,2.13,0.0
20140727:0750,631.12,526.37,321.24,12.08,74.8,30.64,2.17,0.0
20140727:0850,570.69,460.92,298.82,10.93,62.75,31.02,2.21,0.0
20140727:0950,470.07,361.49,257.4,9.11,49.75,30.85,2.07,0.0
20140727:1050,288.84,136.95,245.45,5.79,36.6,30.67,1.94,0.0
20140727:1150,144.49,44.42,159.77,3.24,23.53,30.49,1.81,0.0
20140727:1250,40.2,3.59,65.84,1.24,10.72,29.85,2.01,0.0
20140727:1350,0.0,0.0,0.0,0.0,0.0,29.21,2.22,0.0
20140727:1450,0.0,0.0,0.0,0.0,0.0,28.57,2.43,0.0
20140727:1550,0.0,0.0,0.0,0.0,0.0,28.18,2.66,0.0
20140727:1650,0.0,0.0,0.0,0.0,0.0,27.79,2.9,0.0
20140727:1750,0.0,0.0,0.0,0.0,0.0,27.4,3.13,0.0
20140727:1850,0.0,0.0,0.0,0.0,0.0,27.07,2.62,0.0
20140727:1950,0.0,0.0,0.0,0.0,0.0,26.75,2.11,0.0
20140727:2050,0.0,0.0,0.0,0.0,0.0,26.42,1.6,0.0
20140727:2150,0.0,0.0,0.0,0.0,0.0,26.09,1.71,0.0
20140727:2250,0.0,0.0,0.0,0.0,0.0,25.75,1.82,0.0
20140727:2350,0.0,0.0,0.0,0.0,0.0,25.42,1.93,0.0
20140728:0050,12.14,0.0,27.58,0.42,7.39,26.21,2.35,0.0
20140728:0150,112.65,34.44,130.54,2.86,20.13,27.0,2.77,0.0
20140728:0250,246.8,103.06,221.36,5.11,33.15,27.79,3.19,0.0
20140728:0350,333.34,112.17,317.88,6.41,46.3,28.21,3.15,0.0
20140728:0450,408.13,135.73,391.67,7.71,59.36,28.64,3.12,0.0
20140728:0550,419.84,108.66,436.41,7.91,71.8,29.06,3.09,0.0
20140728:0650,211.26,0.95,279.4,4.11,80.2,29.41,2.68,0.0
20140728:0750,511.92,235.31,440.08,9.67,74.65,29.76,2.27,0.0
20140728:0850,272.8,19.68,340.72,5.27,62.65,30.1,1.86,0.0
20140728:0950,452.49,310.72,283.81,8.72,49.66,29.89,1.76,0.0
20140728:1050,259.68,89.09,254.51,5.15,36.51,29.67,1.65,0.0
20140728:1150,56.21,0.0,87.54,1.28,23.44,29.46,1.54,0.0
20140728:1250,7.46,0.0,20.49,0.3,10.61,28.57,1.91,0.0
20140728:1350,0.0,0.0,0.0,0.0,0.0,27.68,2.27,0.0
20140728:1450,0.0,0.0,0.0,0.0,0.0,26.79,2.63,0.0
20140728:1550,0.0,0.0,0.0,0.0,0.0,26.62,2.3,0.0
20140728:1650,0.0,0.0,0.0,0.0,0.0,26.46,1.96,0.0
20140728:1750,0.0,0.0,0.0,0.0,0.0,26.3,1.63,0.0
20140728:1850,0.0,0.0,0.0,0.0,0.0,26.14,1.91,0.0
20140728:1950,0.0,0.0,0.0,0.0,0.0,25.98,2.19,0.0
20140728:2050,0.0,0.0,0.0,0.0,0.0,25.82,2.47,0.0
20140728:2150,0.0,0.0,0.0,0.0,0.0,25.81,2.62,0.0
20140728:2250,0.0,0.0,0.0,0.0,0.0,25.8,2.77,0.0
20140728:2350,0.0,0.0,0.0,0.0,0.0,25.79,2.92,0.0
20140729:0050,1.24,0.0,8.9,0.14,7.28,26.42,3.01,0.0
20140729:0150,63.08,1.65,93.88,1.42,20.03,27.04,3.1,0.0
20140729:0250,267.93,149.83,201.95,5.66,33.06,27.66,3.19,0.0
20140729:0350,396.63,222.43,287.6,7.68,46.21,28.24,3.22,0.0
20140729:0450,487.41,268.51,361.95,9.2,59.27,28.81,3.26,0.0
20140729:0550,522.75,257.25,424.12,9.8,71.66,29.39,3.3,0.0
20140729:0650,628.19,447.7,376.4,11.71,79.97,29.09,3.42,0.0
20140729:0750,524.13,241.55,438.63,9.73,74.49,28.8,3.54,0.0
20140729:0850,167.58,0.0,224.43,3.29,62.54,28.5,3.66,0.0
20140729:0950,227.36,15.49,282.67,4.37,49.57,28.34,3.09,0.0
20140729:1050,280.08,114.11,251.17,5.49,36.42,28.17,2.52,0.0
20140729:1150,136.68,34.22,156.74,2.98,23.34,28.0,1.96,0.0
20140729:1250,25.91,0.43,47.24,0.72,10.5,27.92,2.36,0.0
20140729:1350,0.0,0.0,0.0,0.0,0.0,27.85,2.76,0.0
20140729:1450,0.0,0.0,0.0,0.0,0.0,27.78,3.16,0.0
20140729:1550,0.0,0.0,0.0,0.0,0.0,27.49,2.91,0.0
20140729:1650,0.0,0.0,0.0,0.0,0.0,27.2,2.66,0.0
20140729:1750,0.0,0.0,0.0,0.0,0.0,26.92,2.41,0.0
20140729:1850,0.0,0.0,0.0,0.0,0.0,26.63,2.29,0.0
20140729:1950,0.0,0.0,0.0,0.0,0.0,26.35,2.16,0.0
20140729:2050,0.0,0.0,0.0,0.0,0.0,26.07,2.03,0.0
20140729:2150,0.0,0.0,0.0,0.0,0.0,25.95,1.73,0.0
20140729:2250,0.0,0.0,0.0,0.0,0.0,25.84,1.44,0.0
20140729:2350,0.0,0.0,0.0,0.0,0.0,25.72,1.14,0.0
20140730:0050,16.96,0.0,34.7,0.53,7.18,26.69,1.54,0.0
20140730:0150,107.27,27.16,130.04,2.64,19.94,27.65,1.94,0.0
20140730:0250,183.65,29.47,216.52,3.7,32.98,28.62,2.33,0.0
20140730:0350,370.42,177.98,304.22,7.21,46.13,29.86,2.69,0.0
20140730:0450,486.63,281.12,356.78,9.29,59.18,31.1,3.05,0.0
20140730:0550,553.68,335.03,398.43,10.51,71.53,32.34,3.41,0.0
20140730:0650,658.54,579.23,309.0,12.6,79.73,32.92,3.04,0.0
20140730:0750,497.5,223.04,442.71,9.52,74.33,33.51,2.68,0.0
20140730:0850,558.22,444.55,309.11,10.78,62.43,34.09,2.32,0.0
20140730:0950,332.26,103.26,340.2,6.48,49.47,33.77,2.1,0.0
20140730:1050,249.18,82.06,253.69,5.01,36.32,33.44,1.88,0.0
20140730:1150,131.58,32.98,155.94,2.94,23.24,33.12,1.66,0.0
20140730:1250,25.94,0.66,48.04,0.75,10.39,32.04,1.55,0.0
20140730:1350,0.0,0.0,0.0,0.0,0.0,30.96,1.45,0.0
20140730:1450,0.0,0.0,0.0,0.0,0.0,29.89,1.35,0.0
20140730:1550,0.0,0.0,0.0,0.0,0.0,29.51,1.35,0.0
20140730:1650,0.0,0.0,0.0,0.0,0.0,29.14,1.35,0.0
20140730:1750,0.0,0.0,0.0,0.0,0.0,28.77,1.35,0.0
20140730:1850,0.0,0.0,0.0,0.0,0.0,28.33,1.63,0.0
20140730:1950,0.0,0.0,0.0,0.0,0.0,27.89,1.91,0.0
20140730:2050,0.0,0.0,0.0,0.0,0.0,27.45,2.19,0.0
20140730:2150,0.0,0.0,0.0,0.0,0.0,27.23,2.3,0.0
20140730:2250,0.0,0.0,0.0,0.0,0.0,27.01,2.41,0.0
20140730:2350,0.0,0.0,0.0,0.0,0.0,26.79,2.52,0.0
20140731:0050,6.96,0.0,19.57,0.3,7.07,27.49,2.59,0.0
20140731:0150,111.7,36.3,128.75,2.86,19.85,28.18,2.66,0.0
20140731:0250,213.68,57.64,226.34,4.34,32.89,28.88,2.73,0.0
20140731:0350,428.04,306.6,247.98,8.39,46.05,29.51,2.97,0.0
20140731:0450,481.11,262.59,364.13,9.11,59.08,30.15,3.2,0.0
20140731:0550,199.25,0.94,265.43,3.91,71.39,30.78,3.43,0.0
20140731:0650,406.08,86.9,447.03,7.73,79.5,31.26,2.95,0.0
20140731:0750,519.02,255.1,435.8,9.85,74.16,31.74,2.46,0.0
20140731:0850,516.58,327.66,363.54,9.88,62.31,32.22,1.97,0.0
20140731:0950,341.46,109.98,339.62,6.56,49.37,31.86,2.63,0.0
20140731:1050,238.53,65.21,251.65,4.71,36.22,31.5,3.28,0.0
20140731:1150,90.0,5.77,125.53,1.95,23.13,31.14,3.93,0.0
20140731:1250,15.82,0.0,33.52,0.49,10.27,30.41,3.59,0.0
20140731:1350,0.0,0.0,0.0,0.0,0.0,29.68,3.25,0.0
20140731:1450,0.0,0.0,0.0,0.0,0.0,28.95,2.91,0.0
20140731:1550,0.0,0.0,0.0,0.0,0.0,28.67,2.72,0.0
20140731:1650,0.0,0.0,0.0,0.0,0.0,28.39,2.53,0.0
20140731:1750,0.0,0.0,0.0,0.0,0.0,28.12,2.34,0.0
20140731:1850,0.0,0.0,0.0,0.0,0.0,27.89,2.15,0.0
20140731:1950,0.0,0.0,0.0,0.0,0.0,27.67,1.96,0.0
20140731:2050,0.0,0.0,0.0,0.0,0.0,27.44,1.77,0.0
20140731:2150,0.0,0.0,0.0,0.0,0.0,27.23,1.92,0.0
20140731:2250,0.0,0.0,0.0,0.0,0.0,27.02,2.07,0.0
20140731:2350,0.0,0.0,0.0,0.0,0.0,26.81,2.22,0.0
20140801:0050,0.84,0.0,8.01,0.12,6.97,27.37,2.33,0.0
20140801:0150,114.03,68.1,107.66,3.36,19.76,27.94,2.43,0.0
20140801:0250,289.15,230.04,152.95,6.31,32.81,28.5,2.54,0.0
20140801:0350,421.66,297.12,249.17,8.24,45.96,29.42,2.86,0.0
20140801:0450,518.02,352.61,323.51,9.82,58.99,30.33,3.19,0.0
20140801:0550,605.44,462.44,336.62,11.4,71.25,31.25,3.52,0.0
20140801:0650,664.17,582.9,301.79,12.5,79.25,31.58,3.47,0.0
20140801:0750,516.74,246.14,435.57,9.71,73.98,31.91,3.43,0.0
20140801:0850,588.22,509.34,268.76,11.09,62.19,32.24,3.38,0.0
20140801:0950,466.23,356.69,256.76,8.94,49.26,32.37,2.89,0.0
20140801:1050,261.19,96.47,252.27,5.21,36.11,32.5,2.4,0.0
20140801:1150,167.69,118.2,125.98,4.14,23.02,32.62,1.92,0.0
20140801:1250,36.48,5.61,60.77,1.3,10.15,31.45,1.84,0.0
20140801:1350,0.0,0.0,0.0,0.0,0.0,30.27,1.76,0.0
20140801:1450,0.0,0.0,0.0,0.0,0.0,29.09,1.68,0.0
20140801:1550,0.0,0.0,0.0,0.0,0.0,28.72,1.7,0.0
20140801:1650,0.0,0.0,0.0,0.0,0.0,28.35,1.72,0.0
20140801:1750,0.0,0.0,0.0,0.0,0.0,27.98,1.74,0.0
20140801:1850,0.0,0.0,0.0,0.0,0.0,27.78,1.77,0.0
20140801:1950,0.0,0.0,0.0,0.0,0.0,27.59,1.81,0.0
20140801:2050,0.0,0.0,0.0,0.0,0.0,27.39,1.85,0.0
20140801:2150,0.0,0.0,0.0,0.0,0.0,27.19,1.68,0.0
20140801:2250,0.0,0.0,0.0,0.0,0.0,26.99,1.52,0.0
20140801:2350,0.0,0.0,0.0,0.0,0.0,26.79,1.35,0.0
20140802:0050,19.34,0.0,38.25,0.59,6.86,27.9,1.28,0.0
20140802:0150,106.27,29.5,128.15,2.65,19.66,29.01,1.2,0.0
20140802:0250,268.45,174.5,186.61,5.81,32.72,30.12,1.13,0.0
20140802:0350,429.51,348.11,221.13,8.61,45.88,31.05,1.35,0.0
20140802:0450,499.61,337.91,331.15,9.7,58.89,31.99,1.56,0.0
20140802:0550,333.8,43.61,402.57,6.5,71.11,32.92,1.78,0.0
20140802:0650,236.93,3.84,316.78,4.7,79.01,33.16,1.26,0.0
20140802:0750,47.19,0.0,77.29,1.13,73.79,33.4,0.75,0.0
20140802:0850,41.49,0.0,69.84,1.02,62.06,33.63,0.23,0.0
20140802:0950,45.71,0.0,75.43,1.11,49.15,33.7,0.74,0.0
20140802:1050,37.37,0.0,64.26,0.94,36.0,33.77,1.25,0.0
20140802:1150,38.08,0.0,65.19,0.96,22.9,33.83,1.75,0.0
20140802:1250,25.25,0.68,47.11,0.74,10.02,32.26,1.61,0.0
20140802:1350,0.0,0.0,0.0,0.0,0.0,30.68,1.48,0.0
20140802:1450,0.0,0.0,0.0,0.0,0.0,29.1,1.34,0.0
20140802:1550,0.0,0.0,0.0,0.0,0.0,28.77,1.16,0.0
20140802:1650,0.0,0.0,0.0,0.0,0.0,28.44,0.98,0.0
20140802:1750,0.0,0.0,0.0,0.0,0.0,28.11,0.8,0.0
20140802:1850,0.0,0.0,0.0,0.0,0.0,27.89,0.96,0.0
20140802:1950,0.0,0.0,0.0,0.0,0.0,27.67,1.12,0.0
20140802:2050,0.0,0.0,0.0,0.0,0.0,27.45,1.28,0.0
20140802:2150,0.0,0.0,0.0,0.0,0.0,27.39,1.31,0.0
20140802:2250,0.0,0.0,0.0,0.0,0.0,27.34,1.33,0.0
20140802:2350,0.0,0.0,0.0,0.0,0.0,27.28,1.35,0.0
20140803:0050,11.42,0.0,26.69,0.41,6.76,28.08,1.32,0.0
20140803:0150,108.53,36.6,125.46,2.79,19.57,28.89,1.3,0.0
20140803:0250,266.25,164.27,192.59,5.7,32.64,29.69,1.27,0.0
20140803:0350,430.53,349.31,220.47,8.59,45.79,30.36,1.17,0.0
20140803:0450,537.77,452.76,271.64,10.51,58.79,31.02,1.07,0.0
20140803:0550,619.1,577.9,274.57,12.12,70.96,31.69,0.97,0.0
20140803:0650,675.17,719.44,220.65,13.25,78.75,31.91,1.05,0.0
20140803:0750,579.85,422.53,371.55,11.19,73.6,32.14,1.13,0.0
20140803:0850,536.44,399.76,327.73,10.33,61.92,32.37,1.21,0.0
20140803:0950,458.34,349.67,261.08,8.85,49.03,32.16,1.54,0.0
20140803:1050,72.94,0.0,109.89,1.61,35.88,31.96,1.88,0.0
20140803:1150,105.32,11.74,140.25,2.28,22.78,31.76,2.21,0.0
20140803:1250,22.85,0.46,43.53,0.67,9.89,30.76,1.92,0.0
20140803:1350,0.0,0.0,0.0,0.0,0.0,29.75,1.64,0.0
20140803:1450,0.0,0.0,0.0,0.0,0.0,28.74,1.35,0.0
20140803:1550,0.0,0.0,0.0,0.0,0.0,28.47,1.7,0.0
20140803:1650,0.0,0.0,0.0,0.0,0.0,28.2,2.04,0.0
20140803:1750,0.0,0.0,0.0,0.0,0.0,27.93,2.39,0.0
20140803:1850,0.0,0.0,0.0,0.0,0.0,27.6,2.37,0.0
20140803:1950,0.0,0.0,0.0,0.0,0.0,27.26,2.35,0.0
20140803:2050,0.0,0.0,0.0,0.0,0.0,26.93,2.33,0.0
20140803:2150,0.0,0.0,0.0,0.0,0.0,26.78,2.15,0.0
20140803:2250,0.0,0.0,0.0,0.0,0.0,26.62,1.96,0.0
20140803:2350,0.0,0.0,0.0,0.0,0.0,26.47,1.78,0.0
20140804:0050,7.01,0.0,19.57,0.3,6.65,26.23,1.58,0.0
20140804:0150,112.05,44.41,121.86,2.92,19.48,25.98,1.38,0.0
20140804:0250,278.31,185.7,180.43,5.88,32.55,25.74,1.19,0.0
20140804:0350,427.52,310.81,243.44,8.31,45.7,26.34,1.18,0.0
20140804:0450,455.38,220.07,375.03,8.61,58.69,26.94,1.18,0.0
20140804:0550,535.0,301.14,408.0,10.1,70.81,27.55,1.17,0.0
20140804:0650,649.9,573.71,309.5,12.41,78.5,28.34,1.04,0.0
20140804:0750,274.29,12.54,350.73,5.32,73.4,29.13,0.91,0.0
20140804:0850,551.84,435.22,310.39,10.56,61.78,29.92,0.79,0.0
20140804:0950,61.85,0.0,94.99,1.39,48.9,30.01,1.32,0.0
20140804:1050,21.01,0.0,40.97,0.6,35.76,30.1,1.86,0.0
20140804:1150,17.75,0.0,36.32,0.53,22.65,30.19,2.4,0.0
20140804:1250,13.36,0.0,29.8,0.44,9.75,29.59,2.25,0.0
20140804:1350,0.0,0.0,0.0,0.0,0.0,28.99,2.11,0.0
20140804:1450,0.0,0.0,0.0,0.0,0.0,28.39,1.96,0.0
20140804:1550,0.0,0.0,0.0,0.0,0.0,28.01,2.0,0.0
20140804:1650,0.0,0.0,0.0,0.0,0.0,27.64,2.03,0.0
20140804:1750,0.0,0.0,0.0,0.0,0.0,27.26,2.07,0.0
20140804:1850,0.0,0.0,0.0,0.0,0.0,26.94,2.12,0.0
20140804:1950,0.0,0.0,0.0,0.0,0.0,26.62,2.18,0.0
20140804:2050,0.0,0.0,0.0,0.0,0.0,26.3,2.23,0.0
20140804:2150,0.0,0.0,0.0,0.0,0.0,26.22,1.87,0.0
20140804:2250,0.0,0.0,0.0,0.0,0.0,26.14,1.51,0.0
20140804:2350,0.0,0.0,0.0,0.0,0.0,26.06,1.14,0.0
20140805:0050,4.39,0.0,15.12,0.23,6.54,26.8,1.28,0.0
20140805:0150,21.97,0.0,41.91,0.61,19.38,27.53,1.42,0.0
20140805:0250,87.72,0.0,126.65,1.86,32.47,28.27,1.56,0.0
20140805:0350,360.56,165.71,305.14,6.97,45.62,28.86,1.63,0.0
20140805:0450,220.82,5.59,287.95,4.3,58.58,29.44,1.7,0.0
20140805:0550,236.4,4.78,309.36,4.6,70.66,30.03,1.77,0.0
20140805:0650,423.37,106.33,452.27,8.05,78.24,30.05,1.89,0.0
20140805:0750,363.91,59.01,419.58,6.94,73.19,30.07,2.01,0.0
20140805:0850,364.96,82.31,396.5,6.93,61.63,30.08,2.14,0.0
20140805:0950,281.34,48.41,321.52,5.4,48.77,29.8,1.97,0.0
20140805:1050,302.2,166.32,231.46,5.94,35.64,29.52,1.81,0.0
20140805:1150,155.74,75.02,145.7,3.55,22.52,29.24,1.64,0.0
20140805:1250,31.94,2.57,55.05,0.98,9.61,29.09,1.48,0.0
20140805:1350,0.0,0.0,0.0,0.0,0.0,28.94,1.32,0.0
20140805:1450,0.0,0.0,0.0,0.0,0.0,28.78,1.16,0.0
20140805:1550,0.0,0.0,0.0,0.0,0.0,28.27,1.18,0.0
20140805:1650,0.0,0.0,0.0,0.0,0.0,27.77,1.2,0.0
20140805:1750,0.0,0.0,0.0,0.0,0.0,27.26,1.21,0.0
20140805:1850,0.0,0.0,0.0,0.0,0.0,27.08,1.38,0.0
20140805:1950,0.0,0.0,0.0,0.0,0.0,26.9,1.54,0.0
20140805:2050,0.0,0.0,0.0,0.0,0.0,26.72,1.71,0.0
20140805:2150,0.0,0.0,0.0,0.0,0.0,26.64,1.49,0.0
20140805:2250,0.0,0.0,0.0,0.0,0.0,26.55,1.28,0.0
20140805:2350,0.0,0.0,0.0,0.0,0.0,26.47,1.06,0.0
20140806:0050,13.22,0.0,29.36,0.45,6.44,27.54,1.02,0.0
20140806:0150,60.98,1.76,92.04,1.39,19.29,28.61,0.97,0.0
20140806:0250,105.28,1.6,148.06,2.2,32.38,29.68,0.92,0.0
20140806:0350,182.83,6.23,240.41,3.62,45.53,30.33,1.76,0.0
20140806:0450,363.91,92.48,385.18,6.94,58.48,30.99,2.6,0.0
